content,type
"【#解放军位中缅边境我方一侧演习现场#】根据年度训练计划，从4月2日起，中国人民解放军南部战区组织陆军、空军部队，位中缅边境我方一侧举行联合实兵实弹演习。据现场指挥员介绍，这次演习实战性强，展示了解放军坚决维护国家主权、边境稳定和人民生命财产安全的决心意志、胜战能力。（央视军事）
央视军事的微博视频",军事
"【#美称没有证据表明以色列违反人道主义法#】近日，美国白宫国家安全委员会发言人约翰·柯比表示，没有证据表明以色列蓄意袭击了加沙地带“世界中央厨房”的工作人员，也没有证据表明以色列违反了国际人道法。
当地时间4月1日，以色列军队空袭加沙地带中部，导致慈善组织“世界中央厨房”7名工作人员死亡，其中包括多名外国人员。事件引发多方谴责。（今日俄罗斯）
今日俄罗斯RT的微博视频",军事
"#内塔尼亚胡住宅外发生骚乱#【外媒：内塔尼亚胡住宅外发生“骚乱”，以国安部长指责辛贝特坐视不管】据美国《纽约时报》报道，当地时间2日晚，在以色列总理内塔尼亚胡位于耶路撒冷的私人住宅外，以色列警方与反内塔尼亚胡政府的示威者发生冲突，以色列警方称，抗议活动演变成肆无忌惮的“骚乱”。
据报道，以警方称，数百名示威者试图冲破内塔尼亚胡住宅附近的路障，但被警方拦截。随后仍有多名示威者继续在街上引发骚乱，迫使警员部署防暴措施。在冲突中有五人被捕，一名警官受伤。报道称，现场照片显示，警方使用高压水枪驱散抗议者，其中许多人举着以色列国旗。
这是为期4天抗议活动的第三天。《以色列时报》报道称，现场视频显示，有人质家属被警察拖走。有示威者向骑警投掷火炬。一名警察因遭到示威者投掷的围栏撞击而受伤。针对内塔尼亚胡住宅外的抗议活动，以色列国家安全部长伊塔马尔·本-格维尔指责辛贝特（以色列国家安全局）无视对总理的威胁。他称，“数千人冲破总理住宅附近的路障，而辛贝特却视而不见，这种情况是不可接受的。”
近日，数万名以色列人聚集在耶路撒冷的议会大楼外，举行抗议活动，要求总理内塔尼亚胡下台，提前举行议会选举，或呼吁政府尽快与哈马斯达成停火协议，让被扣押的以色列人获释。3月31日是预计为期4天的抗议活动的第一天，也是自去年10月7日新一轮巴以冲突爆发以来以色列国内最大规模的反政府集会。组织者称有超过10万人参加。（环球网）",军事
"热知识：大家知道中国人民解放军第一个陆军集团军是哪个军吗？#硬核军迷# 
 
网页链接
 ",军事
"【#普京称会追查到恐袭所有主使者#】4月2日，俄罗斯总统普京在出席俄内务部会议时强调，不仅要查明莫斯科州音乐厅恐袭案的直接犯罪者，还必须确定恐袭案的所有环节和最终受益人。俄罗斯会追查到所有的主使者。（央视军事）
央视军事的微博视频
 ",军事
"【#巴勒斯坦正式重启成为联合国正式成员国程序#】据法新社报道，巴勒斯坦4月2日正式重启成为联合国正式成员国的程序。大家认为巴勒斯坦能顺利成为联合国正式成员国吗？ 
 
网页链接
 ",军事
"【#以政府发言人接受英媒采访拒不道歉#】7名援助人员在加沙被以军炸死，以政府发言人接受英媒采访死活不道歉，主持人：不回答问题就别说了。（观察者网）
观察者网微丢视频的微博视频
 ",军事
"#俄高官称乌特工部门涉嫌参与莫斯科恐袭#【俄高官：乌克兰特工部门涉嫌参与莫斯科近郊音乐厅恐袭案】4月3日，据俄新社报道。俄罗斯联邦安全会议秘书帕特鲁舍夫表示，莫斯科近郊音乐厅恐袭案的相关证据与踪迹指向了乌克兰特工部门，但众所周知，基辅政权完全被美国控制。
帕特鲁舍夫同时指出，乌克兰驻塔吉克斯坦大使馆正在招募雇佣兵，以针对俄罗斯实施敌对行动。（今日俄罗斯）
今日俄罗斯RT的微博视频",军事
"冷知识：在波兰王位继承战争（1733年-1738年）之前，波兰一直都是欧洲战力天花板之一，而且强到用平露镇独这个词来形容。那么大家知道平独镇露中的“独”是哪一国家吗？#硬核军迷# 
 
网页链接
 ",军事
"【#巴勒斯坦正式重启成为联合国正式成员国程序#】据法新社报道，巴勒斯坦4月2日正式重启成为联合国正式成员国的程序。报道称，此举的结果尚不确定，但巴勒斯坦人认为在以色列进攻加沙的情况下，此举至关重要。报道还称，巴勒斯坦的要求已经得到了阿拉伯国家和伊斯兰合作组织代表们的“支持”。（参考消息）
参考消息的微博视频",军事
"【警惕！#日美澳菲将在南海首次联合军演#】据共同社4月2日报道，多名相关消息人士2日透露，日本海上自卫队和菲律宾、美国、澳大利亚海军舰船及飞机计划于7日在菲律宾巴拉望岛西北近海的南海海域，实施包括反潜战训练在内的首次正式海上演习。
报道说，相关消息人士透露，日本海上自卫队将派护卫舰参加。据称，菲方有意实现四国演习每年定期举行数次。
此次演习的定位是首次四国海上合作活动，将开展反潜战、舰船通讯、编队航行训练。
报道还说，菲总统马科斯定于本月11日在美国华盛顿与日美首脑举行会谈。他已透露正在准备一份三国协议，海上合作活动可能被写入协议。
此次演习预计将有美军的濒海战斗舰、澳军的护卫舰和巡逻机、菲军的多艘巡逻舰参加。
报道提到，日美澳菲四国去年8月在南海海域也实施了联合训练，但内容仅为海上补给、集体合影和船员相互敬礼等。（参考消息）",军事
"【#法国外长称乌袭击俄炼油厂是合法自卫#】4月2日，法国外长塞茹尔内在与美国国务卿布林肯举行的联合记者会上为乌克兰袭击俄罗斯炼油厂的行为辩解。塞茹尔内表示，袭击俄罗斯炼油厂是乌克兰的合法自卫。
3月，乌克兰无人机袭击了俄罗斯多家炼油厂。其中包括位于下诺夫哥罗德州、萨马拉州、梁赞州和克拉斯诺达尔边疆区的工厂。（今日俄罗斯）
今日俄罗斯RT的微博视频",军事
"【#美官员否认以方违反国际人道法#】记者气愤质问“以色列轰炸救援人员的行为难道不违反国际人道法？”美官员矢口否认，网友：美国、以色列无权谈论人性（观察者网）
观察者网微丢视频的微博视频
 ",军事
"【#他被日军连刺17刀壮烈牺牲#】1941年10月29日凌晨，浙江镇海的江南独立中队在青峙村遭到国民党顽军的偷袭，共产党员林勃和战友为了掩护部队撤退，弹尽被捕。国民党顽军把他绑在一棵树上审讯。这时，盘踞在镇海城里的日军也闻声赶来，国民党顽军则仓皇逃走，却将林勃等人留在了大树上。面对日军，林勃威武不屈，最终他被日军连刺17刀壮烈牺牲，时年23岁。敬请收看今天（4月3日）20:00，CCTV-4《#绝笔信仰篇#》之《“我时刻惦念着你” 林勃 》。#国家记忆# 
央视国家记忆的微博视频",军事
"【#俄军自行火箭炮摧毁乌军据点#】重型火焰不间断发射！俄军TOS-1 自行火箭炮摧毁乌军据点（环球网）
环球网军事的微博视频
 ",军事
"#美方代表警告伊朗不要报复#【安理会上，美方代表警告伊朗：不要因伊朗驻叙使馆遇袭而对美进行报复】据路透社4月3日报道，美国时间4月2日，美方代表警告伊朗不要因伊朗驻叙利亚大使馆遇袭而对美方进行报复，美方代表还表示，美国政府没有在伊朗大使馆遇袭前收到以方消息。
伊朗方面称，周一发生的袭击导致其2名将军和5名军事顾问丧生，这是迄今为止针对伊朗在叙利亚利益的最严重袭击之一。近期，以色列在叙利亚加强了针对伊朗的长期军事行动。
美国常驻联合国副代表罗伯特·伍德说：“我们将毫不犹豫地保护美国的人员安全，并重申我们先前对伊朗及其代理人的警告，不要利用这种情况——这是一次我们没有参与也没有事先知情的袭击——恢复对美方人员的袭击。”
路透社称，今年2月，伊朗支持的民兵组织停止了对驻伊拉克和叙利亚美军的袭击。此前，美国因3名驻约旦美军被杀进行了报复，对叙利亚和伊拉克境内与伊朗伊斯兰革命卫队及其支持的民兵组织有关的目标进行了数十次空袭。
在联合国安理会召开的会议上，伊朗代表对安理会成员国说，伊朗保留对这次袭击“做出决定性反应”的权利，并指责以色列违反了联合国宪章、国际法以及外交和领事场所不受侵犯原则。伊朗常驻联合国副代表扎赫拉·埃尔沙迪说：“美国应对以色列政权犯下的所有罪行负责。”埃尔沙迪呼吁安理会谴责对伊朗驻大马士革外交大楼的袭击。她还指责美国试图破坏叙利亚和该地区的稳定。
伍德则称，美方还没有确认叙利亚首都大马士革遇袭建筑的具体状况。他说：“任何证实的针对外交设施的袭击都会引起美国的关注。外交使团及其财产，还有外交官员的住所必须得到保护。”
联合国发言人杜加里克在一份声明中说，联合国秘书长古特雷斯周二早些时候谴责了针对大马士革的袭击，呼吁“所有有关各方保持最大克制，避免事态进一步升级”。（环球网）",军事
"【#以色列民众大规模集会要求总理下台#】当地时间4月2日，约3000名以色列民众在总理内塔尼亚胡府邸前集会，高喊口号要求其辞职，并敦促政府与哈马斯紧急谈判，以解救尚被扣押的以色列人质。
在场抗议民众试图突破警方设置的障碍物，警察动用高压水枪以驱散愤怒的民众。一名抗议人士冲到警察水炮车底盘下，阻止警察使用水炮车，随后被警察暴力拖出。（今日俄罗斯）
今日俄罗斯RT的微博视频",军事
【#台湾强震致10层楼倾斜#】#台湾强震已致9人死亡# ,军事
"【#朝鲜试射新型高超音速弹道导弹成功# 金正恩现场指导】据新华社报道，4月2日，朝鲜平壤市郊，朝鲜首次成功试射“火星炮-16B”新型中远程固体燃料弹道导弹。该导弹搭载新研发的高超音速滑翔飞行战斗部，从导弹分离的高超音速滑翔飞行战斗部沿预定飞行轨道飞行，战斗部准确落在射程1000公里界限的朝鲜半岛东部水域。报道称此次试射未对周边国家安全造成任何负面影响。朝鲜劳动党总书记、国务委员长金正恩现场指导试射活动，称此次成功试射标志着彰显朝鲜国防科技力量绝对优势的又一武器诞生。（世面）
世面的微博视频",军事
"【开车时遇到袭击怎么办】#硬核军迷# 
新浪军事的微博视频
 ",军事
"【#莫斯科恐袭促使更多俄罗斯人参军#：“我要保卫家庭和祖国！”】4月3日，据俄新社报道，莫斯科城郊音乐厅发生的恐怖袭击事件坚定了许多俄罗斯公民保家卫国的信念。希望加入俄罗斯武装力量服役的公民数量显著增长。据俄罗斯国防部消息，在过去10天里，约有1.6万人与国防部签署了参加特别军事行动的合同。
军人奥列格·特尔诺夫说：“在莫斯科发生了可怕的事件后，我不想再袖手旁观，我不希望我的家乡再发生这样的不幸。”
另一位选择参军的公民叶甫根尼表示：“做出选择的原因是克罗库斯城恐袭。我意识到我有家庭，有孩子。为了不让这一切影响到我的家人，我决定成为合同兵。我的家人很支持我。”（今日俄罗斯）
今日俄罗斯RT的微博视频",军事
"#中方回应拜登在中美元首通话中提及相关问题#【拜登通话中提及仁爱礁、香港、新疆、西藏问题，美方还敦促中方停止支持俄罗斯，中方回应】在4月3日中国外交部例行记者会上，有记者提问称，据美方透露，在昨天的中美元首通话中，拜登总统提及仁爱礁、香港、新疆、西藏问题。美方还敦促中方停止支持俄罗斯，并在朝鲜半岛核问题上发挥更大作用。中方对此有何回应？
汪文斌表示，针对你提到的有关问题，我愿再向大家介绍一些中美元首通话的具体情况：
在此次通话中，中方向美方强调，中国对南沙群岛及其附近海域拥有无可争辩的主权，这一主权涵盖群岛内的岛、礁、滩、沙，包括仁爱礁。仁爱礁问题的根源是菲方多次出尔反尔，企图在中国的无人岛礁上建设永久哨所，以此实现对仁爱礁的永久非法侵占。美国不是南海问题当事方，不应该介入中菲两国之间的问题。维护本国领土主权和海洋权益，中方有坚强意志和坚定决心。
中方明确指出，香港是中国的香港，香港事务纯属中国内政。完成香港基本法第二十三条立法，是香港特别行政区维护国家安全的宪制责任，有利于保护香港全体居民的根本福祉，有利于保护世界各国投资者的在港利益，丝毫不会减损香港居民依法享有的各项权利和自由。美方应该尊重中国主权和香港法治，不得干扰，更不得干涉。
中方强调，新疆、西藏问题都是中国内政。人权不是哪个国家的专利，中国高度重视保护人权。一国人权怎么样，各自人民最有发言权。中方愿在相互尊重的前提下就人权问题同美方进行交流，但是坚决反对以人权为借口干涉中国内政。
关于乌克兰危机问题，中方的立场是一贯的、明确的、透明的。这场危机存在进一步恶化升级的危险，应该推动降温，通过谈判，而不是由枪炮来结束这场战争。政治解决不是让谁赢谁输，而是让和平胜出。中方将继续为此发挥建设性作用。中国不是乌克兰危机的制造者和当事方，没有向冲突任何一方提供致命性武器装备。我们没有也不会做从中渔利的事情。其他国家不要抹黑攻击中俄正常的国家关系，不要损害中国和中国企业的正当权益，更不要无端向中方甩锅推责，挑动阵营对抗。
朝鲜半岛问题延宕多年，病根是清楚的。当务之急是停止威慑施压，摆脱轮番升级的对抗螺旋。根本之道是重启对话谈判，解决各方尤其是朝鲜方面的合理安全关切，推动半岛问题的政治解决进程。东北亚生乱生战，对谁都没有好处。半岛问题的核心是美朝矛盾，解决问题的钥匙在美方手中。（环球网）",军事
"【#外交部回应菲律宾涉仁爱礁言论#：菲方应回到正确轨道上来】　4月3日，外交部发言人汪文斌主持例行记者会。有记者提问，菲律宾的国家安全委员会发言人于周三表示，菲律宾在仁爱礁问题上的立场一贯，并且菲律宾向在搁浅的军舰上的士兵进行补给的任务将不会受到阻挠。中方对此有何评论？
汪文斌表示，我们已经多次阐明中方在相关问题上的立场，借此机会我也愿意再次重申，当前中菲涉海争议升温的根源在于菲方倚仗外部力量的支持，违背承诺、反复挑衅，菲方应当立即停止侵权挑衅行径，遵守自己的承诺和中菲之间达成的有关谅解和共识，遵守中国和东盟国家共同签署的《南海各方行为宣言》的规定，回到通过谈判协商、妥善管控局势的正确轨道上来。（澎湃新闻）",军事
"#以军称错误识别致慈善组织7人死亡#【以军称空袭加沙中部致慈善组织7人死亡，是由“错误识别”导致】据法新社报道，以色列国防军总参谋长哈莱维在社交媒体平台X上发布的一段视频中说，以军空袭加沙中部导致慈善组织“世界中央厨房”7名工作人员死亡是一个错误。他将此次错误归咎于“在非常复杂的战争条件下的夜间，出现了错误识别”。（参考消息）
参考消息的微博视频",军事
"【#成都男子偶遇歼20身披黄金甲从头顶掠过#】迎面而来的压迫感！成都男子偶遇歼20身披黄金甲从头顶掠过 ：发动机声音很大，被震撼了！（环球网）
环球网军事的微博视频
 ",军事
"#俄轰炸机在日本海连飞10小时#【俄军图-95轰炸机在日本海连续巡航10小时 苏-30战机伴随护航】2日，俄国防部发布了两架图-95MS战略轰炸机在日本海巡航的视频。俄军称此次巡航时间为十小时，苏-30SM战斗机提供护航。（参考消息） 
新浪军事的微博视频
 ",军事
"PPSh41“波波沙”冲锋枪试射展示 #硬核军迷# 
新浪军事的微博视频
 ",军事
"【生成式AI技术首次为烈士复原容貌】#人类是更高级文明创造的吗# 近日，济南市退役军人事务局联合山东第一医科大学，四川大学等相关机构，对王坚仁烈士的颅骨进行3D激光扫描，利用生成式AI技术，首次复原了他的容貌。王坚仁烈士参加过抗日战争、解放战争，1948年9月18日牺牲时年仅24岁。侄子将这张复原容貌后的照片摆放到祖父母的墓前，“你们的二儿子找到了，你们可以放心了…… ”#尹烨说科学已发展到能设计生命# 
央视军事的微博视频",军事
"【#台湾地震4死711伤#】台消防部门最新统计显示，台湾花莲地震已造成4人死亡711人受伤77人受困。受困的77人都在花莲县，特搜队已赶抵花莲救援。（央视）#高铁停运# 
央视新闻的微博视频
 ",军事
"【又一次！以色列“嘲笑菜俄”，“成为菜俄”……】俄黑海舰队在乌克兰无人机和无人艇的攻击下几乎无处藏身的窘态成为全球笑柄。然而其背后隐藏的却是当代海军防御这类无人装备时所面临的困境。以色列海军4月1日就用实际行动向世人证明了这一点。#以军最先进水面作战舰艇差点被击中# 
又一次！以色列“嘲笑菜俄”，“成为菜俄”……",军事
"#台湾花莲县海域7.3级地震# 小调查：#高铁停运# 你出行有受到影响吗？#12306#  
 
网页链接
 ",军事
"【#金与正崔善姬为何接连批日本#？】“热闹”了一个多月之后，朝鲜似乎突然对朝鲜和日本间的接触对话踩了刹车。3月26日到29日，朝鲜劳动党中央副部长、最高领导人金正恩的妹妹金与正，以及朝鲜外务相崔善姬，分别发表谈话，宣称将“全面回避和拒绝同日方的任何接触和交涉”。3月30日，朝中社在本轮朝日接触周期开始后首次刊发抨击日本政府的社论，称“‘皇军’亡灵正在借机‘还魂’”。 
金与正、崔善姬，为何接连批日本？",军事
"来自IDC的数据显示，2023年，中国折叠屏手机市场出货量约700.7万台，同比增长114.5%。四年间，折叠屏已经解决量产、厚重、折痕种种掣肘，价格也逐渐友好，真正走向了大众市场。#vivo折叠屏又又又卖爆了# 
 
网页链接
 ",军事
#台空军基地8架F16战机疑似受损#【台空军基地8架F-16战机疑似受损】今早台湾花莲海域发生7.3级地震，据台湾“中时新闻网”报道，位于花莲北区的台空军基地也传出灾情，地震导致基地内的机堡、机库及营舍墙面，多处发生龟裂脱落，目前至少有8架F-16战机因碰撞造成轻微损伤。#台湾花莲县海域7.3级地震# ,军事
"#vivo折叠屏又又又卖爆了#【2024我国5G手机出货量占比或超85%】此前，工业和信息化部、财政部联合发布了《电子信息制造业2023—2024年稳增长行动方案》。方案中明确提出，2024年，我国手机市场5G手机出货量占比超过85%。我国推动手机品牌高端化升级，培育壮大折叠屏手机产业生态。你最喜欢的国产手机品牌是哪个？
央视新闻的微博视频",军事
【#解放军位中缅边境我方一侧实弹演习画面#】2日，根据年度训练计划，中国人民解放军南部战区组织陆军、空军部队，位中缅边境我方一侧举行联合实兵实弹演习。8时许，滇西南边境，装甲步兵、炮兵、防空兵、陆航和空军航空兵等参演部队在演习开始后，快速机动至预定演习区域，分区分层、错时错位开展联合实兵实弹演习。（央视） #解放军滇西南边境实兵实弹演习#,军事
#台湾花莲县海域7.3级地震# 根据台湾消防部门统计，4月3日7时58分发生在花莲县海域的地震已造成全台4人死亡，97人受伤。（现场画面来源网络）#台湾花莲地震已致4死# ,军事
"#强震发生时柯文哲趴地躲桌下#【台媒：强震发生时民众党正开晨会，#柯文哲趴地躲桌下#，手中紧握麦克风】台湾花莲县海域3日早晨发生7.3级地震，全台有感，目前已监测到多起余震，有台媒曝出死伤。据台湾ETtoday新闻云最新报道，地震发生时，民众党主席柯文哲正在主持晨会，他第一时间趴地上躲到桌下，手中紧握麦克风，这被一旁的发言人李顶立记录下来，他随后称柯文哲很平安。
报道说，柯文哲稍早前通过社交媒体脸书表示，民众党“立委”林忆君、议员傅国渊，还有民众党花莲县党部，都会密切关注灾情和后续余震情况，并且协助支援花东民众防灾救灾。
柯文哲还提醒全台民众在这段时间留意自身安全和房屋状况，小心瓦斯外泄并且做好家具防护，在外行走时也要留意大楼瓷砖或其他物品掉落的可能，大家彼此同心协力，让伤害减到最低。
微资讯的微博视频",军事
"#伊朗称以色列将受到惩罚# 你怎么看？ 
 
网页链接
 ",军事
"【#普京称有人想为拿破仑和希特勒复仇#】当地时间4月2日，俄罗斯总统普京在俄在俄内务部部务会扩大会议上发表讲话，他称一些不怀好意者意图为纳粹德国的希特勒和法国的拿破仑失败的对俄战争复仇，并试图以俄罗斯为代价维持他们的霸权，但他们不会成功。 
普京：有人想为拿破仑和希特勒复仇
 ",军事
"#台湾地震已致2人死亡#【台湾花莲县海域发生7.3级地震，台媒称台湾地震已致2死】据中国地震台网正式测定：4月3日7时58分在台湾花莲县海域（北纬23.81度，东经121.74度）发生7.3级地震，震源深度12千米。香港星岛网最新消息称，岛内消防部门表示，至上午10时30分，已确定地震造成最少1人死亡，50多人受伤。
另据台湾“东森新闻网”消息，目前地震已致2人死亡。
另据据台湾“中时新闻网”报道，台湾消防部门统计，目前已造成全台2死57伤，其中两起死亡事件，分别是一名司机在大清水断崖遭落石砸死；另一人则是在得卡伦步道遭落石砸死。#台湾地震死亡人数升至2人# 
环视频的微博视频",军事
"拉歌是我军的一种常见娱乐方式，“这是一个晴朗的早晨，鸽哨声伴着起床号音”是以下哪首军歌的歌词？ 
 
网页链接
 ",军事
"【#台湾强震致郭台铭豪宅游泳池变瀑布#】4月3日台湾发生7.3级地震，台北市地区也受到影响，鸿海创办人郭台铭的豪宅亦未能幸免，该豪宅顶楼原本宁静的游泳池，在地震瞬间变成瀑布，池水倾泻而下，场面相当震撼。#台湾花莲县海域7.3级地震# 
冷暖视频的微博视频
 ",军事
"#伊朗称以色列将受到惩罚#【伊朗最高领袖、总统表态：以色列将受到惩罚】据法新社报道，针对以色列对伊朗驻叙利亚使馆领事处大楼发动的空袭，伊朗最高领袖哈梅内伊当地时间4月2日表示，以色列将受到惩罚，“我们会让他们为这次和其它罪行感到后悔”。
另据伊朗伊斯兰共和国通讯社报道，同一天，伊朗总统莱希在一份声明中也对以色列的袭击做出了回应，他称，以色列不可能通过这种不人道的行为达到其邪恶目的。
他指出，以色列将日复一日的看到抵抗阵线的强大，以及自由国家对其非法行径的谴责。以色列犯下的罪行一定会得到回应。
伊朗国家电视台此前报道显示，伊朗伊斯兰革命卫队1日表示，以色列对伊朗驻叙利亚大使馆领事处大楼发射了6发导弹，造成7名人死亡，其中包括伊朗伊斯兰革命卫队“圣城旅”指挥官穆罕默德·礼萨·扎赫迪（Mohammad Reza Zahedi）。
看看新闻全球眼的微博视频",军事
"【#马英九就花莲外海地震讲话#：希望大家一切平安】中国地震台网正式测定：4月3日7时58分在台湾花莲县海域（北纬23.81度，东经121.74度）发生7.3级地震，震源深度12千米。#马英九就台湾地震发表讲话#地震发生后，国务院台办发言人朱凤莲表示，大陆有关方面高度关切，向受灾的台湾同胞表示诚挚慰问，将密切关注灾情和后续情况，愿提供救灾协助。
另据中时新闻网等台媒消息，目前正在广州率团参访的马英九，3日上午在参观黄花岗七十二烈士墓园后发表讲话，首先即致上简短慰问，“花莲外海发生大地震，希望大家一切平安。”（澎湃新闻）#台湾花莲县海域7.3级地震# 
CGTN记者团的微博视频",军事
"近期俄空天军开始在前线大量使用重磅炸弹，大家知道俄军航空炸弹的名称前缀是什么吗？#硬核军迷# 
 
网页链接
 ",军事
"【国台办:#大陆有关方面高度关注台湾地震灾情#】#国台办回应台湾地震#4月3日，台湾地区发生强烈地震。国务院台办发言人朱凤莲表示，大陆有关方面高度关切，向受灾的台湾同胞表示诚挚慰问，将密切关注灾情和后续情况，愿提供救灾协助。 
南方日报的微博视频
 ",军事
#台湾花莲县海域7.3级地震# 台湾地震现场画面（来源：网络） ,军事
"#拜登就以色列空袭加沙致慈善组织7死发声#【拜登就以色列空袭造成慈善组织7人死亡发声明：愤怒、心碎！】据美国广播公司等媒体最新消息，针对以军4月1日空袭加沙中部致7名慈善组织工作人员死亡一事，美国总统拜登2日在白宫网站发布声明，称为这一悲剧感到愤怒和心碎，并称以色列在保护人道主义救援人员和平民上做得不够。
“‘世界中央厨房’的七名人道主义工作人员昨天在加沙丧生，其中包括一名美国人，我对此感到愤怒和心碎。他们在战争中为饥饿的平民提供食物。他们勇敢无私。他们的死是个悲剧。”拜登称，以色列已承诺对此次事件原因进行彻底调查，“调查必须迅速进行，必须追究责任，调查结果必须公开。”
接着，拜登在声明中称，更可悲的是，这并不是一起“独立的事件”。“就救援人员死亡人数而言，这场冲突是近年来记忆中最严重的冲突之一。这就是为什么在加沙分发人道主义援助物资如此困难的一个主要原因，因为以色列没有采取足够的措施来保护那些试图向平民提供急需援助的救援人员。像昨天这样的事件根本不应该发生。以色列在保护平民方面也做得不够。美国一再敦促以色列将针对巴勒斯坦伊斯兰抵抗运动（哈马斯）的军事行动与人道主义行动分开，以避免平民伤亡。”拜登说。
拜登表示，美国将继续尽一切努力、通过一切可能方式，向加沙地带的巴勒斯坦平民提供人道主义援助。“我将继续敦促以色列采取更多措施促进这种援助（到平民手中）。作为人质交易的一部分，我们正在努力推动立即停火。我在开罗有一个团队正在处理这件事。”拜登称。
据此前报道，巴勒斯坦红新月会4月2日发表声明说，以色列军队1日晚空袭加沙地带中部城市代尔拜拉赫，造成慈善组织“世界中央厨房”7名工作人员死亡。“世界中央厨房”同日发表声明，确认7名工作人员在以军空袭中丧生，遇难者国籍包括英国、波兰和澳大利亚，另外还有一人拥有美国和加拿大双重国籍以及一名巴勒斯坦人。声明同时表示，该组织将暂停其在加沙地带的援助行动。
事件发生后，引发多国愤怒，其中包括此前表态挺以的盟友。据《以色列时报》4月2日报道，对于这起事件，以色列总理内塔尼亚胡称，以军“无意间”袭击了在加沙地带的无辜人员，以方将进行调查。法新社消息称，以色列国防军3日承认，以军空袭加沙中部导致慈善组织“世界中央厨房”7名工作人员死亡犯下了“严重错误”。报道称，以色列国防军总参谋长哈莱维在X平台上发布的一段视频信息中说，“这是一个严重的错误”。他将此次错误归咎于“在非常复杂的战争条件下的夜间，出现了错误识别”。“这不应该发生，”哈莱维补充说。（环球网）",军事
"#绍伊古称今年新增俄控土地403平方公里#【绍伊古：自今年以来已新增俄控土地403平方公里，俄军将继续向西推进】 当地时间4月2日，俄罗斯国防部发布新闻稿称，俄国防部长绍伊古在当天的会议上介绍了“特别军事行动”的有关情况。他透露，俄军自今年以来已新增控制了403平方公里的土地，并将继续自东向西“击退乌克兰军队”。
据路透社报道，乌克兰总统泽连斯基和乌军方消息人士的回应则反驳了绍伊古的部分说法，声称俄军并未控制乌克兰东部前线的一些地区。不过，来自乌克兰方面的报道则暗示，乌军在俄罗斯坦克和装甲车的攻击行动中损失惨重。 
绍伊古：自今年以来已新增俄控土地403平方公里，俄军将继续向西推进",军事
"【正在直播：#台湾花莲县海域7.3级地震#】中国地震台网正式测定：04月03日07时58分在台湾花莲县海域（北纬23.81度，东经121.74度）发生7.3级地震，震源深度12千米。
看看新闻KNEWS的微博直播
 ",军事
"#台湾花莲一房屋倾斜#【台湾花莲县海域发生7.3级地震，台媒：一早餐店房屋倾斜，一楼消失不见】中国地震台网正式测定：04月03日07时58分在台湾花莲县海域（北纬23.81度，东经121.74度）发生7.3级地震，震源深度12千米。台湾中时新闻网报道称，全台湾有震感，花莲市北滨街“幸福时刻早午餐”的房屋倾斜，往路面上倒下去，一楼直接被压到不见，路边的车辆都紧急暂停行驶。#台湾花莲县海域7.3级地震# 
新浪军事的微博视频",军事
"【地震来临时如何科学避险】#台湾附近7.4级左右地震##台湾花莲县海域7.3级地震#发生地震掌握科学避险方法和逃生技巧，有助于减轻灾害带来的意外伤害。以下这些地震逃生常识，要记牢！
中国消防的微博视频
 ",军事
"#台湾花莲县海域7.3级地震#此次震中位于海域，离台湾岛最近约14公里。地震造成台湾全岛震感强烈，福建、广东等地震感非常明显，浙江、江苏、上海等地亦有震感反馈。小调查：你所在城市，震感如何？#杭州震感##厦门震感#   
 
网页链接
 ",军事
#泽连斯基签令调低征兵年龄#【乌克兰总统签署命令，下调被动员人员年龄下限至25岁】据央视新闻，当地时间4月2日，乌克兰总统泽连斯基签署一项命令，允许将被动员参加战斗的人员年龄下限从27岁下调至25岁。#乌克兰下调被动员人员年龄下限至25岁#此外，泽连斯基当天还签署了关于创建义务兵电子登记档案的法律，相关文件已在乌最高拉达（议会）网站上公布。根据相关法案，将就应征入伍者个人数据等建立电子登记档案。此前乌媒体报道称，电子登记的推出将大大简化动员工作。#泽连斯基签署法令下降作战动员年龄至25岁#,军事
"#台湾附近7.4级左右地震# 你那里有震感吗？ 
 
网页链接
 ",军事
"#俄多名女子街头上演全裸派对# 俄罗斯多名女子全裸街头开派对，或将面临15天拘留。（环球网） 
新浪军事的微博视频
 ",军事
"#秘鲁女总统因戴豪表或被罢免# 【劳力士腕表牵出非法敛财疑云，秘鲁总统拒绝辞职但罢免呼声渐起】秘鲁总统迪娜·博卢阿特日前因被曝出使用未申报资产的豪华手表遭到“非法敛财”调查。 仅4月1日一天，博卢阿特政府内就有6位部长宣布辞职，相当于19名内阁成员中的约三分之一。与此同时，秘鲁共和国国会内多个政党的议员提出要求罢免博卢阿特。 
劳力士腕表牵出非法敛财疑云，秘鲁总统拒绝辞职但罢免呼声渐起",军事
