content,type
"【微纪录片｜龟兹石窟中的美美与共 】在新疆维吾尔自治区拜城县，克孜尔石窟矗立在木扎尔特河北岸的悬崖峭壁上。它是中国境内最早开凿的佛教石窟之一，窟内存有大量精美壁画和佛像。非同寻常的是，这里的一些佛像具有欧洲人的面部特征。拜城县历史上是龟兹古国的所在地。龟兹是中国古代西域重要的城邦国之一。在两汉时期，这里地处西域要地，交汇东西，融通中外。两千多年前，古丝绸之路从这里经过，东西方文化艺术在这里邂逅交融，留下无数珍贵的遗迹遗存。今年是全球文明倡议提出一周年，以克孜尔石窟为代表的龟兹石窟艺术将向我们继续讲述丝绸之路上不同文明之间互融互通、美美与共的故事。 
新华国际的微博视频",国际
　　新华社快讯：据日本共同社19日报道，日本央行决定结束负利率政策。（记者钟雅） ,国际
新华社快讯：据朝中社19日报道，朝鲜最高领导人金正恩18日指导西部地区炮兵部队进行超大型火箭炮射击训练。（记者王超） ,国际
　　新华社快讯：3月18日，国家主席习近平致电普京，祝贺他当选连任俄罗斯联邦总统。 ,国际
"#迪迩秀#【借民主之名，行霸凌之实——美国又一场“民主”闹剧】以美国为首发起的所谓第三届民主峰会3月18日至20日在韩国举行。在国际政治中，“民主”的定义似乎长期被西方所垄断，成为个别国家维护其霸权利益的工具。一个国家是不是民主，应该由这个国家的人民来评判。真正的民主应当尊重这种差异性和多样性，而不是借民主之名搞阵营对抗，行霸凌之实。 
新华国际的微博视频",国际
"【#普京胜选后答新华社记者问#：俄中关系将继续深化发展】俄罗斯总统普京18日凌晨在竞选总部接受新华社记者提问时说，俄中关系将继续深化发展，取得新成就，造福两国人民。
网页链接
 
新华国际的微博视频
 ",国际
新华社快讯：俄罗斯现任总统普京当地时间18日凌晨召开记者会说，感谢选民信任和支持，他将在新的任期继续推动国家发展。（记者刘恺 黄河） ,国际
新华社快讯：俄罗斯中央选举委员会17日晚宣布，在已统计的60.01%的俄总统选举选票中，普京得票率为87.26%。据俄总统选举法，获半数以上选票者当选。（记者刘恺 江宥林） ,国际
新华社快讯：莫斯科时间17日21时许，俄罗斯中央选举委员会发布初步统计数据显示，普京在俄总统选举中得票领先。（记者刘恺 陈汀） ,国际
"【#新华社拍福尔摩斯#，探究#中国汽车在西方世界的“致命缺陷”#】一段时间以来，中国 汽车在欧美接连遭遇“重拳”：高关税、反补贴调查、国家安全风险审查……面对西方频频 “找茬”，记者郑锦强和张粲化身名侦探瞎唠嗑·福尔摩斯和琼·华生，探究一番中国电动汽车到底有哪些所谓的“致命缺陷”。 
新华国际的微博视频",国际
　　新华社快讯：据当地媒体报道，阿富汗南部赫尔曼德省17日一辆客车与油罐车相撞，造成至少21人死亡、38人受伤。（记者邹学冕） ,国际
"【走进“春天国度”，#感受中非共同发展的加速度# 】安哥拉位于非洲大陆西南部，西濒大西洋，有“春天国度”之称。3月15日下午，习近平主席同来华进行国事访问的安哥拉总统洛伦索举行会谈，两国元首宣布将中安关系提升为全面战略合作伙伴关系。“是好朋友之间的相互帮助”“堪称互利合作的典范”，中安关系实实在在造福两国人民，得到两国元首高度评价。随着双边关系迈上新台阶，两国将携手书写更多共话友谊、共同发展、共谋振兴的故事新篇。
网页链接
 
新华国际的微博视频",国际
　　新华社快讯：美国太空探索技术公司15日用一枚重复使用的“猎鹰9”火箭成功发射23颗“星链”卫星。（记者谭晶晶） ,国际
　　新华社快讯：美国联合航空公司15日向媒体证实，当日该公司一架波音737-800客机安全降落后发现机身外部缺失一块面板。（记者吴晓凌） ,国际
"【记者观察 | 投票正式开始！2024年俄总统选举有啥看点 】位于俄罗斯领土最东端的堪察加边疆区、楚科奇自治区等地的投票站于当地时间15日8时开放，2024年俄总统选举投票正式拉开帷幕。在15日至17日三天内，选民通过线下和线上相结合的方式参与投票。
网页链接
 
新华国际的微博视频
 ",国际
新华社快讯：位于俄罗斯领土最东端的堪察加边疆区、楚科奇自治区等地的投票站于当地时间15日8时开放，2024年俄总统选举投票正式开始。（记者陈畅） ,国际
新华社快讯：据巴勒斯坦通讯社14日报道，巴总统阿巴斯当天授权穆罕默德·穆斯塔法组建新一届政府。（记者柳伟建） ,国际
　　新华社快讯：美国太空探索技术公司新一代重型运载火箭“星舟”以及飞船集成系统14日从位于美国得克萨斯州博卡奇卡的基地发射升空，这是“星舟”第三次试射。“星舟”前两次试射均发生爆炸。 ,国际
"【战火不止、生活多艰……中东困顿谁之过？】中东伊斯兰国家近日陆续进入斋月。然而，巴勒斯坦加沙地带仍未实现停火、冲突持续外溢，美国出于国内政治考虑，一边向加沙空投人道物资，一边向以色列输送军援，给穆斯林斋月蒙上阴影。 
新华国际的微博视频
 ",国际
"【解局 | 美以分歧公开化 拜登唱的是哪出戏？】以色列总理内塔尼亚胡12日重申，以军将继续推进在加沙地带最南端城市拉法的军事行动。美国总统拜登上周曾公开警告以方，攻入拉法将是踩踏“红线”，随即遭到内塔尼亚胡反驳。美国不断向以方施压，却未能推动巴以双方达成停火协议，显示出美以之间的分歧不断扩大。美以双方分歧公开化将对加沙局势产生什么样的影响？这背后美国到底在算什么账？新华社记者为您解局——
解局 | 美以分歧公开化 拜登唱的是哪出戏？",国际
"【#克罗帕切夫眼中的习近平# 】 2019年中国国家主席习近平访问俄罗斯期间，圣彼得堡国立大学校长尼古拉·克罗帕切夫向习近平主席颁发该校名誉博士学位证书。在参观学校时，习近平主席展现出的渊博学识以及对知识的渴望和热爱，令克罗帕切夫印象深刻。在克罗帕切夫看来，中国坚持走中国特色社会主义道路，消除绝对贫困，科研水平达到世界一流，是非常伟大的成就。 
新华国际的微博视频",国际
　　新华社快讯：俄罗斯梁赞州一炼油厂13日遭无人机袭击并引发火灾，根据初步消息，有2人受伤。（记者赵冰） ,国际
【欧盟援助加沙海上通道项目首艘货船启航】塞浦路斯总统赫里斯托祖利季斯12日宣布，第一艘通过欧盟海上通道项目向加沙地带运送援助物资的货船当天从塞浦路斯启航。这艘装载着大约150吨食品、水和药品的驳船当天上午驶离塞浦路斯拉纳卡港，预计将于两天后抵达加沙地带。据塞浦路斯媒体报道，援助物资装船之前受到以色列官员的审查，确保没有任何军事装备。,国际
　　新华社快讯：据美国多家主流媒体测算和报道，前总统特朗普12日锁定2024年美国总统选举共和党总统候选人提名。（记者孙丁 熊茂伶） ,国际
【以总理重申将继续推进在拉法的军事行动】以色列总理内塔尼亚胡12日重申，以军将继续推进在加沙地带最南端城市拉法的军事行动。据以总理办公室发布的新闻稿，内塔尼亚胡当天在美国-以色列公共事务委员会会议上发表视频讲话时说，为了赢得战争胜利，以色列必须摧毁巴勒斯坦伊斯兰抵抗运动（哈马斯）在拉法剩余的武装人员。,国际
新华社快讯：据美国多家主流媒体测算和报道，现任总统拜登12日锁定2024年美国总统选举民主党总统候选人提名。（记者孙丁 熊茂伶） ,国际
"#洋洋大观#【“小”咖啡里的“大”市场】“赶紧下单吧，不要错过这一季你的最爱！”推开位于上海的一家网络直播间大门，热火朝天的景象让来自全球重要咖啡生产国的哥伦比亚人安德烈斯·奥索里奥惊讶不已。
　　长桌上铺满了各种咖啡产品：冷萃咖啡液、挂耳包、咖啡胶囊，以及五花八门的咖啡主题衍生品。一名直播售货员正向消费者在线推介中国品牌永璞咖啡的产品。
　　这是一个工作日的下午。永璞咖啡联合创始人郁晔告诉奥索里奥，1.5万名顾客正在线观看直播，平均每秒就能卖出2杯冷萃咖啡液。来自哥伦比亚的咖啡豆被制成便携式咖啡胶囊后，已累计卖出3亿多杯。详情请看：
网页链接
 
新华国际的微博视频",国际
　　新华社快讯：据以色列媒体12日报道，以北部当天早晨遭约100枚来自黎巴嫩的火箭弹袭击，尚无人员伤亡报告。 ,国际
　　新华社快讯：巴基斯坦官员12日告诉新华社记者，该国东部旁遮普省木尔坦市一座建筑物当天清晨倒塌，已致9死2伤。（记者蒋超） ,国际
"【解局 | 特朗普能否“杀回”白宫？】“超级星期二”后，如无“黑天鹅”式重大意外，2024年美国总统选举将是特朗普与拜登的再度对决。从八年前的政坛“局外人”，到如今几乎全面掌控共和党，特朗普似乎锐不可当。然而，在投票日到来前，特朗普和拜登的选情可能随事态变化而多番此消彼长，关键“摇摆州”选民的投票意向也有很多不确定性。无论特朗普能否重返白宫，美国“特朗普化”引发关注都已是不争事实：八年来，他深刻改变着美国人的社会心态和世界观以及世界对美国的看法。
网页链接",国际
　　新华社快讯：缅甸北部克钦邦帕甘镇警方12日说，当地玉石矿区当天发生坍塌事故，已造成1死4伤。（记者张东强　黎广滔） ,国际
　　新华社快讯：据外电报道，加勒比共同体主席11日证实，海地总理亨利已于当天辞职。 ,国际
"#解局#【拜登对决特朗普进入新阶段 这场大选或“最分裂”】随着在总统选举党内初选中取得多州胜利，美国总统拜登和前总统特朗普已分别在民主党和共和党内基本锁定总统候选人提名。两名老对手9日现身“摇摆州”佐治亚，开始相互点名攻击。美国媒体评价，两人“对决式”访问佐治亚开启“战斗”模式，选战自此进入新阶段。拜登与特朗普政策主张差异明显，这场选战势必再度加剧美国党争和舆论撕裂，催生更多乱象和风险也在所难免。新华社记者为您解局：
网页链接",国际
【海报｜世界为何坚定地“选择中国”】“国内生产总值增长5%左右”“因地制宜发展新质生产力”“以更大的决心和力度深化改革开放”“扩大高水平对外开放”……中国提出的一系列新目标新举措，正通过两会让国际社会读出中国发展的活力、改革的魄力、开放的魅力，看到经济长期向好的积极信号，期待中国高质量发展给世界带来更多机遇：,国际
【海报 | 走得通、行得稳——国际人士更加认同中国式现代化】如何推动中国式现代化建设，是国际社会长期关注中国的一大焦点。透过中国全国两会窗口，国际舆论和海外人士看到，在中国式现代化的道路指引下，中国经济社会发展取得令人瞩目的成绩，给世界各国带来合作共赢的新机遇，中国式现代化为人类实现现代化提供了新选择，为发展中国家拓展现代化路径提供了有益启示。,国际
新华社快讯：3月10日，国家主席习近平致电阿西夫·扎尔达里，祝贺他当选巴基斯坦总统。 ,国际
"【中国两会这些热词，世界瞩目】从“新质生产力”到“高质量发展”，从“深化改革”到“扩大高水平对外开放”……连日来，海外人士聚焦中国两会关键词，从中感知中国经济社会持续健康发展的韧性和活力，读懂中国直面挑战、积极进取的底气和信心，见证中国与世界分享发展机遇、携手同行的行动和担当。详戳：
中国两会这些热词，世界瞩目
 
新华国际的微博视频",国际
【海报 | 多国人士点赞中国特色大国外交】全国两会持续吸引世界目光。中国作为负责任的大国不断为变乱交织的世界增添确定性和正能量，中国特色大国外交不仅是代表委员的热议话题，也受到国际社会的高度评价。多国人士指出，在世界格局深刻变革、人类社会遭遇多重挑战的当下，中国智慧、中国方案持续为应对全球性挑战提供新路径，中国作为和平力量、稳定力量、进步力量，展现了推动构建人类命运共同体的责任担当，正同各国携手共进，推动世界走向更加美好和光明的未来。,国际
"#解局#【红海现在有多乱，还会乱多久？】近两月来，美英持续对也门胡塞武装目标发动多轮空袭，扼守红海一端的胡塞武装依然搞出了大动静：6日，胡塞武装向一艘美国货船发射导弹，造成2名船员死亡。就在1日，此前遭胡塞武装导弹重创的英国货轮“鲁比马尔”号沉入红海。据媒体统计，去年11月以来，胡塞武装已对红海航线发起至少60次袭击，美英还以空袭震慑，胡塞武装不仅没有收手，袭击力度有加大迹象。红海局势为何越来越乱？胡塞武装战斗力有多强？美国主导的护航行动，欧洲盟友为何应者寥寥？新华社记者为您解局：
网页链接",国际
【海报｜稳健务实 提振信心——海外人士热议中国经济增长目标】“目标设定稳健务实”“中国经济韧性十足”“众多国际企业从中国经济稳定增长中受益”……在今年全国人大会议上，政府工作报告提出的2024年国内生产总值（GDP）增长5%左右的预期目标引发国际社会热议。 ,国际
"【咱们中企在海外这样给交通做“心脏搭桥”！】在伊拉克首都巴格达市中心的尼苏尔广场附近，两台起重机将长30米、重约31吨的预制梁稳稳地搭在新建的桥墩上。3月的巴格达清晨仍有些寒意，但施工现场却是一派热火朝天的景象。详戳：
网页链接
 
新华国际的微博视频
 ",国际
【海报 | 中国经济向“新”而行 海外人士如此评价】“加大创新力度，培育壮大新兴产业，超前布局建设未来产业，完善现代化产业体系”“积极促进产业高端化、智能化、绿色化”……中共中央总书记、国家主席、中央军委主席习近平5日下午在参加他所在的十四届全国人大二次会议江苏代表团审议时强调，要牢牢把握高质量发展这个首要任务，因地制宜发展新质生产力。海外人士对习近平总书记关于发展新质生产力的重要论述给予高度评价：,国际
【海报 | 中国经济高质量发展，国际人士长期看好】十四届全国人大二次会议5日在京开幕，吸引全球关注的目光。国际人士普遍认为，面对多重困难挑战交织叠加，中国经济成绩来之不易、可圈可点。中国经济回升向好、长期向好的基本趋势没有改变也不会改变。中国全面贯彻新发展理念，加快构建新发展格局，以高质量发展全面推进中国式现代化，将持续为自身发展、地区繁荣以及全球经济复苏贡献力量。,国际
#两会数读中国#【这个目标，我们有信心】3月5日提请十四届全国人大二次会议审议的政府工作报告，提出2024年GDP增长预期目标为5%左右。为什么是5%左右？实现这一目标的底气何来？如何达成5%左右的增长预期目标？#全国两会时光# @新华社 ,国际
"【海报 | 看2023全球主要经济体经济增速对比】中国政府工作报告指出，2023年中国国内生产总值（GDP）超过126万亿元，增长5.2%，增速居世界主要经济体前列。
国家统计局2月29日发布的2023年国民经济和社会发展统计公报显示，2023年，中国经济增长企稳回升，实现了5%左右的预期目标。
横向比较，中国经济增速明显快于美国2.5%、欧元区0.5%、日本1.9%的经济增速，对世界经济增长贡献率有望超过30%，仍是全球经济增长重要引擎。",国际
【欧盟对苹果公司开出逾18亿欧元罚单】欧盟委员会4日发表声明，宣布对美国苹果公司处以超过18亿欧元罚款，原因是该公司滥用其在音乐流媒体应用程序分发市场上的主导地位，违反欧盟反垄断法规。 ,国际
【换心术后已生存近40年 荷兰男子创世界纪录】荷兰男子贝尔特·扬森接受心脏移植手术后已生存近40年，成为吉尼斯世界纪录认证接受换心手术后存活时间最长的人。扬森已57岁，他喜欢驾驶滑翔机，已婚，有两个儿子。扬森目前的心脏医生卡斯珀·厄尔林斯说，移植患者需要保持健康的生活方式，并积极锻炼身体。接受心脏移植手术后的患者平均生存时间为16年。,国际
【两会新华社权威速览 | #一图速览2024年政府工作报告#】#全国两会时光# ,国际
"#解局#【加沙停火谈判堵在哪儿？未来这一周很关键】新一轮加沙地带停火谈判3日在埃及首都开罗举行，巴勒斯坦伊斯兰抵抗运动（哈马斯）、美国、卡塔尔和埃及派代表参加，但以色列没有派人。停火能否在大约一周后开始的斋月前实现，前景不明朗。本轮巴以冲突已持续近5个月，哈马斯和以色列仅在去年11月短暂停火一周。随着加沙地带死亡人数超过3万，国际社会止战呼声进一步高涨。哈马斯和以色列之间不面对面的谈判究竟能取得多大进展？目前的停火谈判究竟卡在哪儿？斋月前能停吗？新华社记者为您解局：
网页链接",国际
"【旅韩大熊猫“福宝”回国前最后一次与公众见面】3月3日是旅韩大熊猫“福宝”返回中国前最后一个与公众见面的日子。当天，喜爱“福宝”的人们在位于韩国京畿道龙仁市的爱宝乐园与它道别。为了让更多游客有机会与“福宝”告别，自3月1日起至3日，爱宝乐园将“福宝”的出场时间由原来的半天改为全天。即使如此，闻讯前来的游客还是排成了长龙，有些游客甚至凌晨就赶来排队。
网页链接
 
新华国际的微博视频",国际
　　新华社快讯：3月3日，国家主席习近平致电夏巴兹·谢里夫，祝贺他当选巴基斯坦伊斯兰共和国总理。 ,国际
"【得州遭州史最大野火 一度逼停核武工厂运营】美国得克萨斯州北部地区本周野火延烧，超4400平方公里的土地过火，多个城镇要求居民疏散。美国媒体统计说，这是得克萨斯州历史上最大的野火。详戳：
得州遭州史最大野火 一度逼停核武工厂运营
 ",国际
"【加沙民众领物资时枪声响起 死伤惨重】巴勒斯坦加沙地带官员说，以色列军队2月29日在加沙城向等待领取援助物资的人群开枪，打死上百人。以方否认袭击平民，称他们死于哄抢物资引发的踩踏。联合国和多个阿拉伯国家等对这起事件表示谴责。美国总统约瑟夫·拜登说，这起事件可能使正在进行的加沙停火谈判更为复杂。详见：
网页链接",国际
　　新华社快讯：2月29日，国家主席习近平致电舒尤克·道马什，祝贺他当选匈牙利总统。 ,国际
"【死亡人数超3万　加沙战火何时休？ 】世界卫生组织2月29日确认，去年10月7日新一轮巴以冲突爆发以来，以色列在加沙地带军事行动造成超过3万人死亡。本轮冲突爆发至今已有140余天，加沙地带人道主义危机持续恶化。如今，加沙民众最大“避难所”拉法恐遭以军地面进攻，停火谈判悬念重重。
网页链接
 
新华国际的微博视频",国际
　　新华社快讯：巴勒斯坦加沙地带卫生部门消息人士29日告诉新华社记者，加沙城一救援物资领取点当天凌晨遭以军袭击，造成至少70人死亡。（记者柳伟建） ,国际
【以军在加沙地带军事行动已造成超过3万人死亡】世界卫生组织2月29日确认，去年10月7日新一轮巴以冲突爆发以来，以色列军队在加沙地带军事行动造成的死亡人数超过3万。 ,国际
"【中塞关系为何堪称“中非团结合作的典范”】塞拉利昂总统比奥是今年首位对华进行国事访问的非洲国家元首。28日下午，在同习近平主席会谈时，比奥总统再次强调“中国是塞拉利昂信任和依赖的朋友”。与中国的友谊，在塞拉利昂早已深入民心。在首都弗里敦，多个地标与中国有着紧密联系。当地居民能用颇为标准的中文说出“友谊”这个词汇。
网页链接
 
新华国际的微博视频",国际
"#解局#【“北溪”爆炸调查背后的“三国杀”】 瑞典、丹麦本月相继宣布结束“北溪”天然气管道爆炸事件调查，迄今未公开指认任何嫌疑方，爆炸原因愈发令人生疑。“北溪”天然气管道从俄罗斯向欧洲输气。爆炸发生在俄乌冲突升级、欧洲试图减小对俄能源依赖之时。事发后，丹麦、瑞典和德国分别启动调查，但均拒绝俄罗斯参与。如今，丹麦、瑞典为何接连撂挑子不查了？调查持续一年多，发现了什么？究竟谁炸的“北溪”，谜团为何难破？新华社记者为您解局：
网页链接",国际
　　新华社快讯：据美国多家主流媒体测算和报道，现任总统拜登在27日举行的美国2024年总统选举密歇根州民主党初选中胜出，前总统特朗普赢下该州共和党初选。（记者孙丁 熊茂伶） ,国际
"#解局#【北约一扩再扩哪儿是尽头？谁安全了？】匈牙利国会近日投票批准关于瑞典加入北约议定书的议案，为瑞典扫清加入北约的最后一道障碍。有媒体报道认为，北约将完成在波罗的海围堵俄罗斯的最后一块拼图，波罗的海将成为“北约湖”。北约成功北扩，瑞典却可能因此面临卷入军事冲突的风险，并成为阵营对抗的牺牲品。瑞典“入约”后地区局势将如何发展？又是谁在不断搅动地区安全？新华社记者为您解局：
网页链接",国际
新华社快讯：几内亚过渡总统敦布亚27日签署总统令，任命经济学家阿马杜·乌里·巴为过渡总理。（记者张健） ,国际
　　新华社快讯：据黎巴嫩真主党旗下灯塔电视台报道，真主党27日向以色列北部以军梅龙空中交通管制基地发射多枚火箭弹。另据以色列媒体报道，以色列北部遭到数十枚来自黎巴嫩的火箭弹袭击，目前没有人员伤亡。（记者谢昊　吕迎旭） ,国际
新华社快讯：据巴勒斯坦通讯社26日报道，巴勒斯坦总统阿巴斯当天接受总理阿什提耶提交的政府辞呈，并要求其政府继续履行职责直至新政府成立。（记者柳伟建） ,国际
"【他们，是新华社战地记者！】两年前，他在基辅独立广场，拍下乌克兰危机升级当日的画面。随后700多个日夜，他和团队共发回300多万字报道……
他以“巴以新一轮冲突第……天”计时，一次又一次在废墟中行走，将真相如实记录并传递。与目睹家园被毁的加沙同事相比，他感叹自己何其幸运——背靠和平繁荣的祖国
他，一名“95后”，不久前赴伊拉克巴格达圆战地记者梦。随处可见战争的创伤，令他感念和平的不易。春节，一封家书，他告诉父母：儿安好，勿念。
派驻耶路撒冷4名记者，这个年，在“平常而又不平凡”中度过。走访边境，长焦镜头下的加沙荒城令人心碎，以军士兵的驱离让人措手不及……
背负使命、坚守阵地、见证历史、记录风云。他们，就是新华社战地记者，“一直在路上”！ 
新华国际的微博视频",国际
　　新华社快讯：巴勒斯坦总理阿什提耶26日在约旦河西岸城市拉姆安拉宣布，巴勒斯坦政府辞职。（记者柳伟建） ,国际
"【#续写习主席与马斯卡廷人民近40年的友谊故事#】“习爷爷同我们展开这样的交流，让我们感到太荣幸、太惊喜了！”美国艾奥瓦州马斯卡廷中学学生西恩娜·斯通金告诉新华社记者。在习近平主席的关心下，该校包括斯通金在内的首批学生今年1月下旬应邀访华交流。在刚刚过去的元宵节，习近平主席给他们复信并回赠了新春贺卡，向他们和全校师生致以节日祝福，欢迎更多美国青少年来中国交流学习。马斯卡廷对华合作委员会主席丹·斯坦说，鼓励两国青少年交流互动是在续写“习近平主席同马斯卡廷人民近40年的友谊故事”。
网页链接",国际
　　新华社快讯：据美国多家主流媒体测算和报道，特朗普在24日举行的美国2024年总统选举南卡罗来纳州共和党初选中胜出。（记者孙丁　熊茂伶） ,国际
　　新华社快讯：国家主席习近平在中国龙年元宵节复信美国马斯卡廷中学访华代表团学生并回赠新春贺卡，向他们和全校师生致以节日祝福，欢迎更多美国青少年来中国交流学习。 ,国际
"#解局# 【两年了，这场危机正深度改变世界 】今天，乌克兰危机升级满两年。当前乌克兰局势依然错综复杂，冲突双方付出了巨大代价，部分西方国家则持续“拱火浇油”。拉锯之下，和平谈判前景依然渺茫，这场冲突如何发展、何时结束依然是未知数。
网页链接
 
新华国际的微博视频
 ",国际
　　新华社快讯：美国中央司令部23日说，美军当天摧毁也门胡塞武装的7枚巡航导弹，这些导弹当时正准备射向红海水域。（记者邓仙来） ,国际
新华社快讯：美国“直觉机器”公司研发的月球着陆器“奥德修斯”美东时间22日在月球着陆。这是时隔50多年美国航天器首次登月。（记者谭晶晶） ,国际
　　新华社快讯：2月22日，国家主席习近平同刚果（布）总统萨苏互致贺电，庆祝两国建交60周年。 ,国际
新华社快讯：加沙地带卫生部门消息人士21日告诉新华社记者，以色列军队当晚空袭加沙地带中部努赛赖特难民营一处住宅，造成至少17人死亡、34人受伤。（记者柳伟建） ,国际
"【特朗普卖鞋——“宇宙尽头”是带货还是选票？ 】美国总统选战日渐升温之际，美国前总统特朗普日前出现在宾夕法尼亚州费城鞋展，化身“带货达人”，推介其本人同名品牌运动鞋，迅速冲上“热搜”。特朗普正再次竞选美国总统，并领跑共和党初选，还在近期一些模拟对阵中领先现任总统、民主党人拜登。特朗普高调卖鞋为哪般？
网页链接",国际
"#解局#【Sora来了，会砸掉谁的饭碗？】输入寥寥数语便能生成效果炸裂的60秒视频！美国开放人工智能研究中心（OpenAI）推出的视频生成模型Sora近日震惊全球。OpenAI推出ChatGPT才过去一年多，就再度扔出一枚重磅炸弹。“文生视频”AI模型Sora的惊艳之处在哪儿？对行业有何影响？存在哪些隐患？新华社记者为你解局：
网页链接",国际
　　新华社快讯：据叙利亚媒体“沙姆调频”报道，叙首都大马士革一居民楼21日遭以色列导弹袭击，已造成3人丧生。（记者程帅朋　冀泽） ,国际
　　新华社快讯：据菲律宾媒体报道，该国中部东内格罗斯省21日发生卡车翻车事故，造成至少11人死亡。（记者王晓薇　张怡晟） ,国际
　　新华社快讯：美国联合航空公司20日向当地媒体证实，该公司一架执飞旧金山至波士顿航班的波音757-200型客机19日因机翼受损中途紧急降落，事发时机上有165名乘客，事件未造成人员伤亡。（记者吴晓凌） ,国际
　　新华社快讯：美国20日否决一份联合国安理会要求在加沙地带停火的决议草案。（记者尚绪谦） ,国际
"【精彩！傅莹在慕安会上的高能金句】近日，清华大学战略与安全研究中心创始主任、前外交部副部长傅莹在第60届慕尼黑安全会议一场小组讨论中成为全场焦点。与会者频频向傅莹提问，傅莹则针对关切一一作答，言谈间高能金句不断： 
新华国际的微博视频
 ",国际
　　新华社快讯：也门胡塞武装发言人叶海亚·萨雷亚19日发表声明说，该组织向在亚丁湾航行的一艘英国货轮发射了数枚导弹，并“准确击中目标”。（记者王尚） ,国际
　　新华社快讯：阿富汗临时政府灾难管理部门发言人19日说，阿东部努里斯坦省山区18日夜间发生山体滑坡，目前已造成至少25人死亡。（记者邹学冕） ,国际
新华社快讯：据澳大利亚广播公司19日报道，巴布亚新几内亚恩加省发生部族冲突，导致至少53人丧生。（记者梁有昶） ,国际
　　新华社快讯：18日，参加新加坡航展的中国国产大型客机C919首次试飞。新加坡航展将于20日开幕，包括中国东航C919在内的中国商飞生产的5架国产飞机将与公众见面。（记者刘春涛） ,国际
新华社快讯：据泰国媒体18日报道，泰国前总理他信当天已获假释出狱。（记者高博） ,国际
新华社快讯：据巴勒斯坦电视台17日报道，以色列军队当天密集轰炸加沙地带中部多个地区，目前已造成至少38人死亡。（记者柳伟建） ,国际
　　新华社快讯：国家主席习近平17日致电祝贺第37届非洲联盟峰会召开。 ,国际
　　新华社快讯：日本17日发射新一代主力运载火箭H3火箭试验2号。（记者钱铮） ,国际
"【“尔滨”火了，海外的东北餐馆有话说】最近一段时间，“尔滨”火遍国内大江南北，也火到了国外。海外不少人通过“尔滨”这个符号，了解到中国东北的浪漫冰雪，以及更多有关这片土地的文化内涵。中国农历新年，国外不少当地民众与华侨华人同贺新春。在这个讲究吃好、喝好的时节，“尔滨”为国外的东北餐馆带来了哪些“流量”？餐馆经营者又有什么新想法？详情请看：
网页链接",国际
　　新华社快讯：2月16日，国家主席习近平致电亚历山大·斯图布，祝贺他当选芬兰共和国总统。 ,国际
　　新华社快讯：据俄罗斯媒体15日报道，俄罗斯别尔哥罗德遭乌克兰导弹袭击，造成至少4人死亡。 ,国际
　　新华社快讯：美国“直觉机器”公司研发的月球着陆器“奥德修斯”美东时间15日从美国佛罗里达州发射升空，开启登月任务。（记者谭晶晶） ,国际
　　新华社快讯：据乌克兰媒体和军方报道，首都基辅、第聂伯罗、扎波罗热等多个城市15日早上传出爆炸声，乌防空火力正在拦截俄军导弹。 ,国际
　　新华社快讯：15日早上6时15分许，乌克兰首都基辅传出爆炸声。基辅市市长克利奇科称，乌防空火力在作业。 ,国际
　　新华社快讯：15日凌晨5时许，乌克兰全境拉响防空警报。乌克兰空军说，俄军对乌克兰发动导弹袭击。 ,国际
　　新华社快讯：据日本共同社15日报道，2023年日本名义国内生产总值（GDP)为4.2106万亿美元，降至世界第四位。（记者欧阳迪娜） ,国际
新华社快讯：据朝中社15日报道，朝鲜最高领导人金正恩14日指导试射新型地对舰导弹。（记者王超） ,国际
新华社快讯：据美国媒体报道，美国密苏里州堪萨斯市14日举行美国职业橄榄球大联盟“超级碗”胜利游行时发生枪击事件，数人受伤。（记者徐静） ,国际
　　新华社快讯：据韩联社14日消息，韩国与古巴建立外交关系。（记者冯亚松 陆睿） ,国际
　　新华社快讯：印度尼西亚多家民调机构快速计票统计显示，现任国防部长普拉博沃·苏比安托搭档总统佐科长子、梭罗市现任市长吉布兰·拉卡布明·拉卡，赢得正副总统选举。（记者叶平凡 陶方伟） ,国际
　　新华社快讯：美国共和党人把持的国会众议院13日表决通过对国土安全部长亚历杭德罗·马约卡斯的弹劾。马约卡斯是拜登政府负责美国边境安全的最高级别官员，遭共和党人指认在移民问题上“有意地、系统地拒绝遵守法律”，导致美墨边境移民管控失败。 ,国际
新华社快讯：据埃及媒体13日报道，当天在埃及首都开罗举行的加沙地带停火谈判取得“积极进展”。（记者姚兵） ,国际
"【新华社记者战地春节 | 寄自伊拉克的一封家书】“亲爱的爸爸妈妈，春节好！转眼间，我来伊拉克工作一月有余，一直以来的战地记者梦终于实现。这里随处可见战争的创伤，人们深切渴望‘浴火重生’。刚到任不久，我从巴格达前往巴士拉油田腹地，采访坚守海外岗位的中国石油人。一路上三辆安保车出动，荷枪实弹的安保人员坐在身边，我感受到自己真正身处战地一线……”详情请看：
网页链接
 
新华国际的微博视频",国际
